,Random Query,MSSIM,EarthMovers,OneDividedByEpsilon,KSTest,Scagnostics
4_Geometric_clusters_0.05_32,542.5526,0.944859684,8.896484375,20,0.599609375,1.037327519
4_Laplace_clusters_0.05_32,182.8147002,0.860005796,18.84238721,20,0.516601563,1.048940575
4_DAWA_clusters_0.05_64,14.541,0.990747333,0.588378906,20,0.924316406,0.928383311
4_AHP_clusters_0.05_64,55.71764813,0.994587421,1.057705927,20,0.049560547,0.966466784
4_AGrid_clusters_0.05_64,46.81343629,0.867206752,2.216361594,20,0.504882813,0.846585179
4_Geometric_clusters_0.05_64,587.0702,0.950207949,9.557128906,20,0.556152344,1.028971162
4_Laplace_clusters_0.05_64,167.1786602,0.80769223,19.73102732,20,0.509765625,1.049882338
4_DAWA_clusters_0.01_32,226.2636,0.837176204,6.595703125,100,0.633789063,0.821390462
4_AHP_clusters_0.01_32,204.4032365,0.593316019,6.606599858,100,0.09765625,1.089193656
4_AGrid_clusters_0.01_32,366.9090646,0.579069734,26.11756575,100,0.540039063,0.925643195
4_Geometric_clusters_0.01_32,3244.3708,0.637298286,50.65917969,100,0.599609375,1.020524353
4_Laplace_clusters_0.01_32,863.2804654,0.487803161,95.26763333,100,0.5,1.045113783
4_DAWA_clusters_0.01_64,70.9566,0.96088779,1.335449219,100,0.475341797,0.98576901
4_AHP_clusters_0.01_64,124.9575755,0.906460881,1.724157577,100,0.043945313,1.046316852
4_AGrid_clusters_0.01_64,173.9432802,0.575981855,6.99065625,100,0.470458984,0.880905401
4_Geometric_clusters_0.01_64,3011.0052,0.659720182,49.0222168,100,0.546142578,1.051685357
4_Laplace_clusters_0.01_64,810.6464953,0.491027296,99.79285327,100,0.491699219,1.062991345
15_DAWA_distribution_0.5_32,15.1518,0.997318149,0.39453125,2,0.927734375,0.644210787
15_AHP_distribution_0.5_32,9.381033514,0.999114037,0.28246135,2,0.077148438,0.696093329
15_AGrid_distribution_0.5_32,15.35396484,0.990783751,1.462299878,2,0.430664063,0.520865733
15_Geometric_distribution_0.5_32,51.7286,0.999281168,0.904296875,2,0.63671875,0.755678493
15_Laplace_distribution_0.5_32,13.83082848,0.995517373,1.998071184,2,0.508789063,0.683339689
15_DAWA_distribution_0.5_64,5.5762,0.999443293,0.098144531,2,0.989257813,0.696902339
15_AHP_distribution_0.5_64,3.315654382,0.999868512,0.097495871,2,0.009765625,0.709547326
15_AGrid_distribution_0.5_64,12.32008701,0.993731737,0.638652247,2,0.365966797,0.617581691
15_Geometric_distribution_0.5_64,60.2742,0.999266624,0.954589844,2,0.624755859,0.754250714
15_Laplace_distribution_0.5_64,16.23609643,0.995237112,2.011546711,2,0.504150391,0.773540274
15_DAWA_distribution_0.1_32,49.9596,0.974830627,2.02734375,10,0.48046875,0.310656224
15_AHP_distribution_0.1_32,39.28576489,0.989663482,1.300129059,10,0.069335938,0.708821598
15_AGrid_distribution_0.1_32,50.74352973,0.939920306,4.208285214,10,0.412109375,0.550385477
15_Geometric_distribution_0.1_32,307.7242,0.97483331,4.771484375,10,0.529296875,0.765481607
15_Laplace_distribution_0.1_32,79.99536371,0.931043446,9.567654301,10,0.5078125,0.769258991
15_DAWA_distribution_0.1_64,21.5696,0.993447065,0.380126953,10,0.973388672,0.412289836
15_AHP_distribution_0.1_64,14.90587881,0.997257829,0.360083636,10,0.009765625,0.575007784
15_AGrid_distribution_0.1_64,30.77689903,0.943670511,1.710999981,10,0.3828125,0.48753281
15_Geometric_distribution_0.1_64,313.9022,0.975706279,5.142822266,10,0.525390625,0.792315138
15_Laplace_distribution_0.1_64,82.08325946,0.904399216,10.03985894,10,0.504638672,0.755522386
15_DAWA_distribution_0.05_32,58.0786,0.957938433,2.333007813,20,0.576171875,0.296355908
15_AHP_distribution_0.05_32,54.50175293,0.982970476,1.956872504,20,0.083984375,0.571744759
15_AGrid_distribution_0.05_32,92.98915533,0.791494131,8.112583673,20,0.412109375,0.562504264
15_Geometric_distribution_0.05_32,631.4686,0.911298215,10.15722656,20,0.560546875,0.772575985
15_Laplace_distribution_0.05_32,172.21287,0.817195177,19.09078097,20,0.502929688,0.77824047
15_DAWA_distribution_0.05_64,24.89,0.984842658,0.686523438,20,0.856689453,0.469506956
15_AHP_distribution_0.05_64,27.10327206,0.992118835,0.573794551,20,0.009765625,0.614472627
15_AGrid_distribution_0.05_64,48.92627403,0.785890937,2.76501872,20,0.3828125,0.594182496
15_Geometric_distribution_0.05_64,629.8756,0.924051166,10.04199219,20,0.530761719,0.787994161
15_Laplace_distribution_0.05_64,164.9852262,0.768095136,19.85615587,20,0.499511719,0.764907814
15_DAWA_distribution_0.01_32,158.7458,0.922885537,5.420898438,100,0.576171875,0.513965892
15_AHP_distribution_0.01_32,105.8874392,0.586521745,6.238970822,100,0.0390625,0.774227657
15_AGrid_distribution_0.01_32,383.7399755,0.606526792,27.06617373,100,0.482421875,0.625556441
15_Geometric_distribution_0.01_32,2683.7514,0.596242547,45.51953125,100,0.540039063,0.788479358
15_Laplace_distribution_0.01_32,906.6874902,0.482999235,102.1948298,100,0.513671875,0.811010754
15_DAWA_distribution_0.01_64,65.6148,0.930004478,1.728271484,100,0.552001953,0.712326295
15_AHP_distribution_0.01_64,97.66381681,0.89496851,1.747248643,100,0.017578125,0.748269391
15_AGrid_distribution_0.01_64,179.7963169,0.610925198,7.622466437,100,0.453125,0.5671008
15_Geometric_distribution_0.01_64,3088.9024,0.651943505,50.32104492,100,0.499267578,0.78738601
15_Laplace_distribution_0.01_64,950.2675914,0.490240723,99.13138912,100,0.502685547,0.759767355
18_DAWA_clusters_0.5_32,31.693,0.989899576,0.358398438,2,0.969726563,0.158659936
18_AHP_clusters_0.5_32,36.61342336,0.991465569,0.788335819,2,0.283203125,0.460581764
18_AGrid_clusters_0.5_32,15.63339003,0.985370159,0.687075624,2,0.590820313,0.267907193
18_Geometric_clusters_0.5_32,39.7792,0.993773818,0.809570313,2,0.7421875,0.655602126
18_Laplace_clusters_0.5_32,15.12177498,0.971683264,1.634934051,2,0.637695313,0.554066637
18_DAWA_clusters_0.5_64,14.89,0.935492575,0.184326172,2,0.956054688,0.196450948
18_AHP_clusters_0.5_64,47.29987961,0.957759261,0.656625698,2,0.198486328,0.557870219
18_AGrid_clusters_0.5_64,7.652893433,0.927093863,0.224876569,2,0.531738281,0.448984295
18_Geometric_clusters_0.5_64,51.3814,0.939265668,0.840332031,2,0.731445313,0.823387054
18_Laplace_clusters_0.5_64,17.3348012,0.861598849,1.662998216,2,0.562744141,0.801770492
18_DAWA_clusters_0.1_32,56.342,0.956448615,0.984375,10,0.881835938,0.305737386
18_AHP_clusters_0.1_32,199.6929326,0.926784217,2.957829,10,0.223632813,0.818428455
18_AGrid_clusters_0.1_32,59.95412403,0.921150446,2.670697004,10,0.634765625,0.605409541
18_Geometric_clusters_0.1_32,256.8756,0.878666401,4.54296875,10,0.69140625,0.86295302
18_Laplace_clusters_0.1_32,85.55822394,0.756480217,8.317916924,10,0.58984375,0.812021929
18_DAWA_clusters_0.1_64,30.8708,0.914742887,0.291015625,10,0.972167969,0.224940591
18_AHP_clusters_0.1_64,116.4506307,0.791945457,1.632356139,10,0.144042969,0.890235703
18_AGrid_clusters_0.1_64,26.33817414,0.85803318,0.644489122,10,0.550048828,0.629735654
18_Geometric_clusters_0.1_64,285.3668,0.66936326,4.728271484,10,0.679931641,0.89865713
18_Laplace_clusters_0.1_64,80.26164807,0.516823471,9.099376608,10,0.53125,0.903326569
18_DAWA_clusters_0.05_32,145.31,0.84494698,2.580078125,20,0.485351563,0.659674249
18_AHP_clusters_0.05_32,327.4114812,0.872801065,5.282855466,20,0.172851563,0.896631854
18_AGrid_clusters_0.05_32,86.50911701,0.670870781,5.453173372,20,0.625976563,0.683687946
18_Geometric_clusters_0.05_32,528.7856,0.727415264,9.109375,20,0.69140625,0.885555274
18_Laplace_clusters_0.05_32,150.0859796,0.594217062,17.94594022,20,0.55859375,0.877507533
18_DAWA_clusters_0.05_64,40.677,0.806005478,0.366455078,20,0.95703125,0.374179985
18_AHP_clusters_0.05_64,121.3500345,0.817593038,1.808918649,20,0.151123047,0.892500981
18_AGrid_clusters_0.05_64,44.15149716,0.657832265,1.416311421,20,0.572509766,0.702136005
18_Geometric_clusters_0.05_64,563.3766,0.653259158,9.144042969,20,0.661621094,0.887752794
18_Laplace_clusters_0.05_64,201.4124923,0.464543521,19.65584295,20,0.534179688,0.889372034
18_DAWA_clusters_0.01_32,343.6926,0.632412434,3.786132813,100,0.427734375,0.796188666
18_AHP_clusters_0.01_32,412.628132,0.351611853,9.299022356,100,0.204101563,0.894487918
18_AGrid_clusters_0.01_32,376.5967354,0.540763617,23.50965417,100,0.599609375,0.797018912
18_Geometric_clusters_0.01_32,2724.6946,0.568252623,43.80859375,100,0.6328125,0.874637591
18_Laplace_clusters_0.01_32,837.0489985,0.412401438,94.27056248,100,0.499023438,0.87964693
18_DAWA_clusters_0.01_64,104.8454,0.55838418,1.042236328,100,0.594970703,0.810125
18_AHP_clusters_0.01_64,143.787084,0.809435844,1.992040785,100,0.144042969,0.885935257
18_AGrid_clusters_0.01_64,177.8283592,0.544268608,5.899976237,100,0.598876953,0.807147011
18_Geometric_clusters_0.01_64,3206.448,0.598108828,51.53588867,100,0.566894531,0.89573216
18_Laplace_clusters_0.01_64,888.9056995,0.456891239,96.73798041,100,0.502685547,0.882455304
7_DAWA_distribution_0.5_32,40.2972,0.799106359,0.475585938,2,0.9453125,0.07504986
7_AHP_distribution_0.5_32,71.87762103,0.796723962,1.284189155,2,0.587890625,0.276214772
7_AGrid_distribution_0.5_32,13.62404334,0.711153448,0.644504657,2,0.796875,0.18063004
7_Geometric_distribution_0.5_32,24.497,0.830856085,0.364257813,2,0.932617188,0.191122127
7_Laplace_distribution_0.5_32,15.8760379,0.74266094,0.783741187,2,0.775390625,0.171779327
7_DAWA_distribution_0.5_64,23.8768,0.650399685,0.345947266,2,0.926513672,0.229892102
7_AHP_distribution_0.5_64,57.1379188,0.614222109,1.047317184,2,0.296875,0.333780341
7_AGrid_distribution_0.5_64,5.96306743,0.750381947,0.316405103,2,0.562744141,0.139906994
7_Geometric_distribution_0.5_64,41.2878,0.713977933,0.674072266,2,0.881591797,0.30070358
7_Laplace_distribution_0.5_64,18.25016546,0.599470973,1.383622513,2,0.648681641,0.314588302
7_DAWA_distribution_0.1_32,61.4538,0.590669274,0.943359375,10,0.87890625,0.153705787
7_AHP_distribution_0.1_32,234.2771641,0.515728116,4.164991126,10,0.420898438,0.325915605
7_AGrid_distribution_0.1_32,40.49938929,0.538057506,1.243167375,10,0.8125,0.340231344
7_Geometric_distribution_0.1_32,218.8544,0.605417132,3.900390625,10,0.819335938,0.320448615
7_Laplace_distribution_0.1_32,88.48445334,0.503276706,7.522531452,10,0.641601563,0.32463122
7_DAWA_distribution_0.1_64,29.3612,0.560772896,0.323486328,10,0.926269531,0.247277938
7_AHP_distribution_0.1_64,64.95359634,0.600683153,1.26137265,10,0.296875,0.317968117
7_AGrid_distribution_0.1_64,17.30190379,0.51213336,0.518388844,10,0.643798828,0.534586246
7_Geometric_distribution_0.1_64,282.5014,0.580499291,4.558349609,10,0.696533203,0.326747991
7_Laplace_distribution_0.1_64,80.03117019,0.482191414,9.036087856,10,0.541259766,0.31587586
7_DAWA_distribution_0.05_32,85.8632,0.567985773,1.614257813,20,0.830078125,0.23181678
7_AHP_distribution_0.05_32,248.3697226,0.431302339,4.258626356,20,0.424804688,0.343235165
7_AGrid_distribution_0.05_32,77.47698416,0.488730818,2.413402097,20,0.749023438,0.333739815
7_Geometric_distribution_0.05_32,456.2714,0.541167796,7.706054688,20,0.766601563,0.313966485
7_Laplace_distribution_0.05_32,140.210297,0.478639483,17.29335103,20,0.573242188,0.329115645
7_DAWA_distribution_0.05_64,37.9404,0.636489987,0.436279297,20,0.887207031,0.35199767
7_AHP_distribution_0.05_64,66.4237416,0.606222093,1.297292602,20,0.305175781,0.320527009
7_AGrid_distribution_0.05_64,34.20093712,0.471452862,0.677182889,20,0.736572266,0.488976734
7_Geometric_distribution_0.05_64,579.1282,0.557939589,9.264648438,20,0.624755859,0.317104378
7_Laplace_distribution_0.05_64,180.0040237,0.456581235,18.72968476,20,0.541992188,0.336826656
7_DAWA_distribution_0.01_32,121.5096,0.506196678,2.211914063,100,0.737304688,0.32442352
7_AHP_distribution_0.01_32,268.6655042,0.363542318,6.40014113,100,0.422851563,0.320080848
7_AGrid_distribution_0.01_32,376.6002537,0.456202954,21.34308444,100,0.555664063,0.457892108
7_Geometric_distribution_0.01_32,3082.2522,0.488807231,50.91601563,100,0.565429688,0.376485206
7_Laplace_distribution_0.01_32,759.7665202,0.459418207,91.06438901,100,0.51953125,0.334265643
7_DAWA_distribution_0.01_64,47.585,0.631713569,0.472900391,100,0.842529297,0.33457922
7_AHP_distribution_0.01_64,83.80656843,0.606006622,1.647003593,100,0.3046875,0.343104227
7_AGrid_distribution_0.01_64,172.070594,0.446134865,5.247153855,100,0.555664063,0.467302382
7_Geometric_distribution_0.01_64,3035.5206,0.533845782,48.76464844,100,0.532226563,0.359986446
7_Laplace_distribution_0.01_64,926.6156793,0.453986228,102.2817743,100,0.517578125,0.324420258
7_DAWA_correlation_0.5_32,40.2972,0.799106359,0.475585938,2,0.9453125,0.120097511
7_AHP_correlation_0.5_32,71.87762103,0.796723962,1.284189155,2,0.587890625,0.294447382
7_AGrid_correlation_0.5_32,13.62404334,0.711153448,0.644504657,2,0.796875,0.182167484
7_Geometric_correlation_0.5_32,24.762,0.837216973,0.412109375,2,0.942382813,0.171531232
7_Laplace_correlation_0.5_32,16.85688009,0.739137769,0.950802072,2,0.783203125,0.181586167
7_DAWA_correlation_0.5_64,23.8768,0.650399685,0.345947266,2,0.926513672,0.208934764
7_AHP_correlation_0.5_64,57.1379188,0.614222109,1.047317184,2,0.296875,0.339724297
7_AGrid_correlation_0.5_64,5.96306743,0.750381947,0.316405103,2,0.562744141,0.159078719
7_Geometric_correlation_0.5_64,41.2896,0.698649645,0.680664063,2,0.886230469,0.292879788
7_Laplace_correlation_0.5_64,15.57381301,0.581511676,1.406372379,2,0.658691406,0.289762958
7_DAWA_correlation_0.1_32,61.4538,0.590669274,0.943359375,10,0.87890625,0.159219386
7_AHP_correlation_0.1_32,234.2771641,0.515728116,4.164991126,10,0.420898438,0.328748211
7_AGrid_correlation_0.1_32,40.49938929,0.538057506,1.243167375,10,0.8125,0.369190972
7_Geometric_correlation_0.1_32,236.212,0.563446462,4.094726563,10,0.817382813,0.30573763
7_Laplace_correlation_0.1_32,69.44923881,0.52195096,6.686151238,10,0.6796875,0.324080901
7_DAWA_correlation_0.1_64,29.3612,0.560772896,0.323486328,10,0.926269531,0.241142052
7_AHP_correlation_0.1_64,64.95359634,0.600683153,1.26137265,10,0.296875,0.326165154
7_AGrid_correlation_0.1_64,17.30190379,0.51213336,0.518388844,10,0.643798828,0.573344688
7_Geometric_correlation_0.1_64,267.1934,0.560509086,4.354980469,10,0.684082031,0.313487351
7_Laplace_correlation_0.1_64,80.9431973,0.452449083,8.940390922,10,0.551513672,0.317061393
7_DAWA_correlation_0.05_32,85.8632,0.567985773,1.614257813,20,0.830078125,0.209837733
7_AHP_correlation_0.05_32,248.3697226,0.431302339,4.258626356,20,0.424804688,0.316951575
7_AGrid_correlation_0.05_32,77.47698416,0.488730818,2.413402097,20,0.749023438,0.347824522
7_Geometric_correlation_0.05_32,589.8644,0.534072757,9.423828125,20,0.748046875,0.329157142
7_Laplace_correlation_0.05_32,151.695203,0.475892216,17.5659814,20,0.603515625,0.306114174
7_DAWA_correlation_0.05_64,37.9404,0.636489987,0.436279297,20,0.887207031,0.334573646
7_AHP_correlation_0.05_64,66.4237416,0.606222093,1.297292602,20,0.305175781,0.316547343
7_AGrid_correlation_0.05_64,34.20093712,0.471452862,0.677182889,20,0.736572266,0.473257729
7_Geometric_correlation_0.05_64,595.805,0.508132577,9.508056641,20,0.630859375,0.318081956
7_Laplace_correlation_0.05_64,167.389402,0.461955667,18.71321664,20,0.543457031,0.352920081
7_DAWA_correlation_0.01_32,121.5096,0.506196678,2.211914063,100,0.737304688,0.300614723
7_AHP_correlation_0.01_32,268.6655042,0.363542318,6.40014113,100,0.422851563,0.331560371
7_AGrid_correlation_0.01_32,376.6002537,0.456202954,21.34308444,100,0.555664063,0.40231377
7_Geometric_correlation_0.01_32,2814.8552,0.490176529,46.68847656,100,0.592773438,0.33171988
7_Laplace_correlation_0.01_32,864.606783,0.438183635,99.13930016,100,0.555664063,0.317424208
7_DAWA_correlation_0.01_64,47.585,0.631713569,0.472900391,100,0.842529297,0.329053715
7_AHP_correlation_0.01_64,83.80656843,0.606006622,1.647003593,100,0.3046875,0.317181688
7_AGrid_correlation_0.01_64,172.070594,0.446134865,5.247153855,100,0.555664063,0.479110884
7_Geometric_correlation_0.01_64,3021.1272,0.552803159,49.20141602,100,0.529052734,0.352313658
7_Laplace_correlation_0.01_64,863.3339064,0.438359797,100.4571355,100,0.505371094,0.317684976
13_DAWA_distribution_0.5_32,28.85,0.984930634,0.456054688,2,0.975585938,0.092282319
13_AHP_distribution_0.5_32,29.73658962,0.994370103,0.690181405,2,0.227539063,0.378293885
13_AGrid_distribution_0.5_32,15.69750485,0.976077616,0.92374867,2,0.587890625,0.221671355
13_Geometric_distribution_0.5_32,45.8628,0.989035606,0.875,2,0.720703125,0.471935495
13_Laplace_distribution_0.5_32,14.32148956,0.962919414,1.767089445,2,0.59765625,0.495136529
13_DAWA_distribution_0.5_64,12.075,0.972630799,0.163574219,2,0.983154297,0.087975548
13_AHP_distribution_0.5_64,38.17593902,0.976461649,0.550824586,2,0.164306641,0.451989437
13_AGrid_distribution_0.5_64,9.230410565,0.918672621,0.292812336,2,0.565673828,0.052797376
13_Geometric_distribution_0.5_64,53.029,0.954763532,0.878173828,2,0.700683594,0.923383714
13_Laplace_distribution_0.5_64,16.21321584,0.874481857,1.763044655,2,0.556640625,0.859688882
13_DAWA_distribution_0.1_32,61.498,0.938952982,1.331054688,10,0.8515625,0.231763203
13_AHP_distribution_0.1_32,136.3154776,0.924428999,2.976745709,10,0.189453125,0.897667076
13_AGrid_distribution_0.1_32,59.94768603,0.83424598,3.638222589,10,0.596679688,0.334501771
13_Geometric_distribution_0.1_32,287.9984,0.85300231,4.671875,10,0.704101563,0.928108982
13_Laplace_distribution_0.1_32,57.80956072,0.73454237,8.671709163,10,0.572265625,0.931555376
13_DAWA_distribution_0.1_64,27.2992,0.90108943,0.323242188,10,0.943115234,0.100185252
13_AHP_distribution_0.1_64,94.82985376,0.832310081,1.442516823,10,0.164306641,0.889817226
13_AGrid_distribution_0.1_64,30.65534661,0.76791048,1.109308685,10,0.533447266,0.446489449
13_Geometric_distribution_0.1_64,283.2246,0.687250614,4.5390625,10,0.654296875,1.0732979
13_Laplace_distribution_0.1_64,92.44166493,0.547993541,9.669218715,10,0.541015625,1.072342965
13_DAWA_distribution_0.05_32,114.0606,0.850249171,2.369140625,20,0.798828125,0.239830937
13_AHP_distribution_0.05_32,236.7614037,0.863699675,4.629811254,20,0.170898438,1.085521099
13_AGrid_distribution_0.05_32,101.1819744,0.637016296,6.473369573,20,0.578125,0.654892716
13_Geometric_distribution_0.05_32,543.743,0.727581739,8.829101563,20,0.680664063,1.076012821
13_Laplace_distribution_0.05_32,167.7528263,0.576821387,18.63848009,20,0.555664063,1.042758834
13_DAWA_distribution_0.05_64,42.828,0.771854997,0.545654297,20,0.904052734,0.383654786
13_AHP_distribution_0.05_64,108.7209122,0.786194086,1.724534731,20,0.122802734,1.092896745
13_AGrid_distribution_0.05_64,47.4766602,0.626549363,1.740155696,20,0.514892578,0.616553232
13_Geometric_distribution_0.05_64,616.5132,0.613725662,9.915039063,20,0.633056641,1.083923417
13_Laplace_distribution_0.05_64,195.1582068,0.510523558,19.34134651,20,0.530029297,1.090318395
13_DAWA_distribution_0.01_32,270.423,0.783840895,5.083007813,100,0.489257813,0.97489633
13_AHP_distribution_0.01_32,346.9096172,0.25,9.689107147,100,0.18359375,1.109670774
13_AGrid_distribution_0.01_32,390.219441,0.526844084,23.03509822,100,0.573242188,0.999410084
13_Geometric_distribution_0.01_32,3126.415,0.538993955,51.67773438,100,0.637695313,1.080769752
13_Laplace_distribution_0.01_32,809.1964412,0.467364401,98.97521116,100,0.537109375,1.079918503
13_DAWA_distribution_0.01_64,76.9768,0.736068726,0.990234375,100,0.633056641,0.977748488
13_AHP_distribution_0.01_64,125.4455263,0.820477247,1.999257855,100,0.129882813,1.096614435
13_AGrid_distribution_0.01_64,178.1051373,0.535059869,5.845688616,100,0.573242188,0.982095211
13_Geometric_distribution_0.01_64,2892.3004,0.595509827,46.56079102,100,0.591308594,1.090511495
13_Laplace_distribution_0.01_64,841.5675394,0.45925957,95.17196095,100,0.501708984,1.088062227
13_DAWA_correlation_0.5_32,28.85,0.984930634,0.456054688,2,0.975585938,0.109641684
13_AHP_correlation_0.5_32,29.73658962,0.994370103,0.690181405,2,0.227539063,0.471363657
13_AGrid_correlation_0.5_32,15.69750485,0.976077616,0.92374867,2,0.587890625,0.232598666
13_Geometric_correlation_0.5_32,46.0348,0.990534782,0.833007813,2,0.723632813,0.652095639
13_Laplace_correlation_0.5_32,16.2399009,0.962815106,1.656783032,2,0.596679688,0.485802859
13_DAWA_correlation_0.5_64,12.075,0.972630799,0.163574219,2,0.983154297,0.055941626
13_AHP_correlation_0.5_64,38.17593902,0.976461649,0.550824586,2,0.164306641,0.479206128
13_AGrid_correlation_0.5_64,9.230410565,0.918672621,0.292812336,2,0.565673828,0.127918271
13_Geometric_correlation_0.5_64,52.4864,0.954485655,0.861328125,2,0.705810547,0.909535592
13_Laplace_correlation_0.5_64,15.6845126,0.87214756,1.814027226,2,0.561279297,0.855302105
13_DAWA_correlation_0.1_32,61.498,0.938952982,1.331054688,10,0.8515625,0.167198908
13_AHP_correlation_0.1_32,136.3154776,0.924428999,2.976745709,10,0.189453125,0.898948959
13_AGrid_correlation_0.1_32,59.94768603,0.83424598,3.638222589,10,0.596679688,0.329737998
13_Geometric_correlation_0.1_32,268.4424,0.895954013,4.322265625,10,0.66015625,0.941429223
13_Laplace_correlation_0.1_32,80.29127706,0.731578827,8.745743241,10,0.5703125,0.964941086
13_DAWA_correlation_0.1_64,27.2992,0.90108943,0.323242188,10,0.943115234,0.158818917
13_AHP_correlation_0.1_64,94.82985376,0.832310081,1.442516823,10,0.164306641,0.889988049
13_AGrid_correlation_0.1_64,30.65534661,0.76791048,1.109308685,10,0.533447266,0.427827007
13_Geometric_correlation_0.1_64,286.2992,0.683376431,4.776611328,10,0.650634766,1.086959862
13_Laplace_correlation_0.1_64,75.62556675,0.540059566,9.247122611,10,0.534179688,1.077562602
13_DAWA_correlation_0.05_32,114.0606,0.850249171,2.369140625,20,0.798828125,0.277657902
13_AHP_correlation_0.05_32,236.7614037,0.863699675,4.629811254,20,0.170898438,1.089390168
13_AGrid_correlation_0.05_32,101.1819744,0.637016296,6.473369573,20,0.578125,0.680210686
13_Geometric_correlation_0.05_32,559.6288,0.735333502,9.559570313,20,0.650390625,1.024902612
13_Laplace_correlation_0.05_32,166.2288152,0.609398127,17.48636919,20,0.540039063,1.035204557
13_DAWA_correlation_0.05_64,42.828,0.771854997,0.545654297,20,0.904052734,0.368494312
13_AHP_correlation_0.05_64,108.7209122,0.786194086,1.724534731,20,0.122802734,1.094705568
13_AGrid_correlation_0.05_64,47.4766602,0.626549363,1.740155696,20,0.514892578,0.607915018
13_Geometric_correlation_0.05_64,599.4958,0.645761013,9.646728516,20,0.628662109,1.081433039
13_Laplace_correlation_0.05_64,165.4773202,0.511675477,19.59303809,20,0.523681641,1.100451887
13_DAWA_correlation_0.01_32,270.423,0.783840895,5.083007813,100,0.489257813,0.971367913
13_AHP_correlation_0.01_32,346.9096172,0.25,9.689107147,100,0.18359375,1.10417968
13_AGrid_correlation_0.01_32,390.219441,0.526844084,23.03509822,100,0.573242188,0.976345743
13_Geometric_correlation_0.01_32,2796.5448,0.546524048,48.06835938,100,0.633789063,1.085843221
13_Laplace_correlation_0.01_32,620.6290293,0.454262495,93.68121323,100,0.518554688,1.072463574
13_DAWA_correlation_0.01_64,76.9768,0.736068726,0.990234375,100,0.633056641,0.983857466
13_AHP_correlation_0.01_64,125.4455263,0.820477247,1.999257855,100,0.129882813,1.09435933
13_AGrid_correlation_0.01_64,178.1051373,0.535059869,5.845688616,100,0.573242188,0.976552144
13_Geometric_correlation_0.01_64,3145.6074,0.576693535,50.24511719,100,0.572021484,1.089689404
13_Laplace_correlation_0.01_64,902.2203116,0.457474172,98.04339019,100,0.512939453,1.10330088
0_DAWA_distribution_0.5_32,22.1244,0.997698128,0.376953125,2,0.954101563,0.430783497
0_AHP_distribution_0.5_32,33.56456584,0.998105288,0.765397897,2,0.22265625,0.326543949
0_AGrid_distribution_0.5_32,11.09982696,0.997158051,0.693107019,2,0.553710938,0.138300705
0_Geometric_distribution_0.5_32,53.19,0.998064995,0.891601563,2,0.73828125,0.795451419
0_Laplace_distribution_0.5_32,15.59203392,0.995063901,1.561311961,2,0.580078125,0.704779289
0_DAWA_distribution_0.5_64,11.5612,0.993273377,0.186279297,2,0.976318359,0.448594543
0_AHP_distribution_0.5_64,28.9941437,0.994510412,0.506473789,2,0.143310547,0.388504601
0_AGrid_distribution_0.5_64,5.745408492,0.963165998,0.269343452,2,0.499511719,0.21738795
0_Geometric_distribution_0.5_64,51.2124,0.988090992,0.8359375,2,0.704345703,0.807507119
0_Laplace_distribution_0.5_64,16.85622373,0.951143384,1.861638008,2,0.54296875,0.821677015
0_DAWA_distribution_0.1_32,30.6342,0.992999196,0.803710938,10,0.950195313,0.456771232
0_AHP_distribution_0.1_32,100.0788404,0.988066614,2.311311566,10,0.174804688,0.821798622
0_AGrid_distribution_0.1_32,53.84513371,0.981167316,2.969980918,10,0.599609375,0.364219035
0_Geometric_distribution_0.1_32,290.9282,0.968066156,4.53515625,10,0.708984375,0.796101825
0_Laplace_distribution_0.1_32,75.45912036,0.894870341,8.810121697,10,0.5390625,0.803284419
0_DAWA_distribution_0.1_64,16.5506,0.973135233,0.295898438,10,0.969482422,0.269760889
0_AHP_distribution_0.1_64,74.96072466,0.9657166,1.120365657,10,0.143310547,0.436844134
0_AGrid_distribution_0.1_64,21.28462546,0.876235604,0.74822684,10,0.465576172,0.20700642
0_Geometric_distribution_0.1_64,286.8658,0.830575824,4.585449219,10,0.625244141,0.863817158
0_Laplace_distribution_0.1_64,80.36681247,0.665865004,9.319939695,10,0.521972656,0.875682651
0_DAWA_distribution_0.05_32,48.1444,0.988207877,1.20703125,20,0.729492188,0.389670069
0_AHP_distribution_0.05_32,145.8721185,0.97281909,3.27531371,20,0.206054688,0.80045746
0_AGrid_distribution_0.05_32,78.83729385,0.919932842,5.122722157,20,0.606445313,0.480732839
0_Geometric_distribution_0.05_32,513.8102,0.902314663,8.151367188,20,0.646484375,0.830998582
0_Laplace_distribution_0.05_32,176.1633761,0.733520746,19.53579913,20,0.5234375,0.820189936
0_DAWA_distribution_0.05_64,17.3262,0.903792977,0.303710938,20,0.977050781,0.598689366
0_AHP_distribution_0.05_64,97.2723032,0.890587449,1.364618581,20,0.143310547,0.546117319
0_AGrid_distribution_0.05_64,38.6223973,0.918724895,1.304739069,20,0.536865234,0.484243407
0_Geometric_distribution_0.05_64,586.691,0.677844822,9.528076172,20,0.624267578,0.872642772
0_Laplace_distribution_0.05_64,183.5799662,0.570802212,19.91036112,20,0.521484375,0.871771847
0_DAWA_distribution_0.01_32,127.6464,0.945729852,2.19921875,100,0.78515625,0.545117414
0_AHP_distribution_0.01_32,234.1200498,0.349761367,7.538693692,100,0.181640625,0.891209959
